-0.176	0.719
-0.175	0.183
-0.194	0.396
-0.193	0.522
-0.195	0.573
-0.193	0.984
-0.2	1.129
-0.198	0.549
-0.198	0.072
-0.203	0.319
-0.188	-0.149
-0.199	-1.365
-0.199	-1.735
-0.198	-1.84
-0.199	-2.113
-0.203	-2.234
-0.195	-2.393
-0.187	-2.932
-0.195	-3.396
-0.195	-2.827
-0.193	-2.598
-0.189	-2.899
-0.186	-2.623
-0.188	-2.269
-0.176	-1.869
-0.188	-1.238
-0.186	-0.902
-0.186	-0.983
-0.188	-1.029
-0.186	-0.391
-0.195	-0.436
-0.194	-0.986
-0.212	-0.73
-0.209	-0.559
-0.219	-0.587
-0.22	-0.176
-0.21	0.125
-0.237	-0.079
-0.233	-0.469
-0.238	-0.001
-0.242	0.082
-0.244	-0.591
-0.244	-0.535
-0.234	-0.442
-0.25	-0.455
-0.258	-0.007
-0.255	0.233
-0.254	-0.228
-0.254	-0.546
-0.254	0.02
-0.248	-0.007
-0.258	-0.723
-0.25	-0.503
-0.25	-0.332
-0.25	-0.308
-0.238	0.082
-0.245	0.371
-0.242	0.004
-0.233	-0.344
-0.232	0.161
-0.229	0.189
-0.226	-0.504
-0.209	-0.524
-0.223	-0.305
-0.221	-0.154
-0.221	0.177
-0.219	0.394
-0.225	-0.001
-0.223	-0.336
-0.205	0.176
-0.22	0.269
-0.217	-0.24
-0.216	-0.219
-0.212	-0.197
-0.214	-0.16
-0.216	0.288
-0.214	0.598
-0.212	0.266
-0.215	0.05
-0.222	0.518
-0.227	0.502
-0.214	-0.044
-0.232	0.017
-0.238	0.054
-0.242	0.137
-0.242	0.587
-0.248	0.883
-0.254	0.508
-0.24	0.162
-0.253	0.527
-0.26	0.607
-0.262	0.065
-0.261	0.139
-0.261	0.259
-0.265	0.325
-0.254	0.781
-0.26	1.021
-0.264	0.576
-0.26	0.344
-0.259	0.956
-0.254	0.979
-0.255	0.424
-0.247	0.559
-0.248	0.664
-0.243	0.666
-0.239	1.005
-0.236	1.27
-0.221	0.911
-0.228	0.573
-0.225	1.018
-0.231	1.158
-0.222	0.576
-0.22	0.699
-0.216	0.768
-0.2	0.736
-0.216	1.143
-0.206	1.553
-0.208	1.3
-0.215	0.903
-0.206	1.162
-0.209	1.16
-0.195	0.59
-0.208	0.721
-0.203	0.787
-0.205	0.737
-0.203	1.168
-0.199	1.431
-0.209	0.916
-0.208	0.598
-0.212	1.03
-0.215	0.989
-0.217	0.302
-0.22	0.323
-0.209	0.343
-0.223	0.226
-0.217	0.582
-0.221	0.868
-0.223	0.37
-0.221	0.002
-0.217	0.316
-0.204	0.251
-0.214	-0.377
-0.21	-0.359
-0.203	-0.28
-0.2	-0.294
-0.193	0.067
-0.19	0.341
-0.172	-0.135
-0.175	-0.574
-0.168	-0.148
-0.157	-0.115
-0.149	-0.693
-0.129	-0.559
-0.133	-0.51
-0.123	-0.634
-0.121	-0.342
-0.109	-0.026
-0.106	-0.447
-0.094	-0.833
-0.072	-0.332
-0.079	-0.239
-0.072	-0.833
-0.061	-0.626
-0.059	-0.562
-0.049	-0.576
-0.043	-0.226
-0.023	0.04
-0.027	-0.331
-0.021	-0.725
-0.013	-0.28
-0.007	-0.248
-0.002	-0.928
-0.002	-0.735
0.012	-0.717
0.011	-0.719
0.011	-0.151
0.016	0.072
0.021	-0.367
0.033	-0.684
0.027	-0.26
0.028	-0.208
0.034	-0.814
0.031	-0.635
0.029	-0.525
0.038	-0.651
0.049	-0.328
0.037	0.048
0.04	-0.299
0.041	-0.67
0.051	-0.264
0.051	-0.199
0.057	-0.773
0.076	-0.675
0.068	-0.652
0.072	-0.575
0.076	-0.187
0.081	0.081
0.089	-0.352
0.084	-0.637
0.089	-0.115
0.084	-0.094
0.088	-0.883
0.087	-0.792
0.082	-0.5
0.098	-0.465
0.084	-0.229
0.085	0.022
0.081	-0.272
0.077	-0.614
0.079	-0.154
0.068	-0.129
0.078	-0.813
0.062	-0.671
0.061	-0.496
0.052	-0.427
0.046	-0.114
0.043	0.168
0.029	-0.254
0.034	-0.535
0.011	-0.09
0.005	0.016
-0.006	-0.674
-0.012	-0.696
-0.013	-0.721
-0.021	-0.638
-0.022	-0.215
-0.032	0.132
-0.034	-0.249
-0.041	-0.674
-0.044	-0.161
-0.035	-0.153
-0.046	-0.831
-0.051	-0.736
-0.051	-0.505
-0.052	-0.58
-0.055	-0.208
-0.057	0.098
-0.049	-0.254
-0.06	-0.707
-0.057	-0.337
-0.057	-0.193
-0.055	-0.884
-0.056	-0.861
-0.054	-0.707
-0.049	-0.719
-0.059	-0.244
-0.059	0.028
-0.055	-0.388
-0.063	-0.725
-0.063	-0.24
-0.07	-0.099
-0.067	-0.735
-0.071	-0.754
-0.079	-0.662
-0.079	-0.626
-0.082	-0.162
-0.073	0.182
-0.088	-0.195
-0.089	-0.56
-0.095	-0.225
-0.101	-0.245
-0.107	-0.902
-0.109	-0.754
-0.103	-0.486
-0.122	-0.435
-0.129	-0.092
-0.132	0.262
-0.135	-0.063
-0.139	-0.35
-0.146	0.079
-0.142	0.27
-0.151	-0.355
-0.156	-0.332
-0.16	-0.21
-0.16	-0.151
-0.148	0.297
-0.162	0.566
-0.156	0.112
-0.159	-0.105
-0.16	0.306
-0.155	0.388
-0.161	-0.302
-0.143	-0.168
-0.159	0.106
-0.159	-0.017
-0.151	0.243
-0.154	0.397
-0.151	-0.017
-0.155	-0.43
-0.142	-0.011
-0.159	0.079
-0.159	-0.53
-0.16	-0.558
-0.156	-0.518
-0.154	-0.526
-0.157	-0.161
-0.15	0.166
-0.157	-0.219
-0.16	-0.468
-0.165	-0.082
-0.171	-0.011
-0.162	-0.782
-0.176	-0.653
-0.177	-0.527
-0.183	-0.605
-0.186	-0.327
-0.193	0.061
-0.193	-0.273
-0.182	-0.615
-0.198	-0.181
-0.199	-0.145
-0.205	-0.801
-0.204	-0.79
-0.203	-0.759
-0.204	-0.786
-0.2	-0.294
-0.208	0.088
-0.205	-0.327
-0.203	-0.669
-0.201	-0.261
-0.198	-0.188
-0.199	-0.886
-0.183	-0.715
-0.188	-0.664
-0.179	-0.771
-0.177	-0.286
-0.175	0.05
-0.168	-0.371
-0.172	-0.845
-0.17	-0.408
-0.166	-0.195
-0.171	-0.76
-0.167	-0.715
-0.172	-0.621
-0.159	-0.658
-0.171	-0.223
-0.177	0.087
-0.181	-0.317
-0.187	-0.718
-0.189	-0.183
-0.193	0.052
-0.187	-0.441
-0.203	-0.188
-0.205	-0.001
-0.211	0.013
-0.223	0.308
-0.222	0.642
-0.233	0.432
-0.236	0.298
-0.243	0.813
-0.247	1.073
-0.247	0.552
-0.248	0.669
-0.239	0.861
-0.253	0.797
-0.249	0.957
-0.25	1.104
-0.254	0.547
-0.248	-0.022
-0.25	0.009
-0.236	-0.372
-0.247	-1.638
-0.244	-1.902
-0.237	-1.976
-0.24	-2.373
-0.237	-2.501
-0.234	-2.401
-0.221	-2.842
-0.229	-3.062
-0.233	-2.339
-0.228	-1.902
-0.231	-2.343
-0.228	-2.167
-0.239	-1.653
-0.233	-1.306
-0.238	-0.698
-0.24	-0.208
-0.243	-0.468
-0.24	-0.729
-0.233	-0.192
-0.248	0.074
-0.248	-0.53
-0.253	-0.521
-0.26	-0.289
-0.264	-0.198
-0.261	0.181
-0.254	0.482
-0.277	0.188
-0.277	-0.099
-0.282	0.237
-0.288	0.249
-0.291	-0.392
-0.294	-0.303
-0.288	-0.051
-0.299	-0.061
-0.303	0.308
-0.299	0.642
-0.293	0.249
-0.286	-0.011
-0.294	0.417
-0.293	0.56
-0.291	-0.061
-0.286	-0.121
-0.288	0.059
-0.282	0.054
-0.266	0.281
-0.278	0.615
-0.275	0.311
-0.272	0.049
-0.271	0.466
-0.272	0.507
-0.266	-0.127
-0.253	-0.015
-0.255	0.024
-0.259	0.09
-0.259	0.535
-0.253	0.807
-0.248	0.377
-0.253	0.06
-0.245	0.461
-0.253	0.627
-0.254	-0.062
-0.255	-0.002
-0.26	0.137
-0.253	0.137
-0.261	0.552
-0.269	0.812
-0.272	0.403
-0.277	0.138
-0.277	0.586
-0.278	0.756
-0.27	0.138
-0.284	0.162
-0.28	0.264
-0.284	0.383
-0.283	0.765
-0.282	1.055
-0.284	0.69
-0.273	0.306
-0.284	0.68
-0.281	0.839
-0.277	0.193
-0.276	0.219
-0.27	0.387
-0.265	0.449
-0.261	0.87
-0.262	1.29
-0.265	1.008
-0.256	0.625
-0.254	0.968
-0.243	1.093
-0.247	0.511
-0.24	0.566
-0.239	0.73
-0.24	0.692
-0.236	1.071
-0.234	1.431
-0.221	1.09
-0.228	0.817
-0.228	1.177
-0.233	1.281
-0.232	0.615
-0.236	0.701
-0.237	0.894
-0.226	0.886
-0.243	1.332
-0.245	1.685
-0.243	1.438
